theme,pathway,pval,padj,log2err,ES,NES,size,leadingEdge,collection,neglog10_padj,label
Insulin / Glucose,KEGG_GLYCOLYSIS_GLUCONEOGENESIS,0.00156189052780048,0.02707953057939805,0.45505986738722953,0.5325154386535605,1.7240256660377986,45,ALDOC;ALDH2;GAPDH;LDHB;LDHA;TPI1;ENO2;GPI;BPGM;ACSS1;ALDH3A1;ENO1;PCK2;GCK;ACSS2;PDHA1;ADH5;GALM;PGM1;PFKP;AKR1A1;PFKM;ALDOA;PGAM1;PKM,C2:CP:KEGG_LEGACY,1.5673588683673996,KEGG_GLYCOLYSIS_GLUCONEOGENESIS
Insulin / Glucose,BURTON_ADIPOGENESIS_PEAK_AT_8HR,0.00190176064354596,0.03132449671972694,0.45505986738722953,0.5711891439021423,1.7579607235563552,35,SDC1;PPA1;RRAS2;TSC22D3;ARL4D;BZW1;SCD;UCP2;GSTO1;PRDX6;PPP1R2;ITGA5;CD44;TEAD4;FOSL1;CEBPB,C2:CGP,1.5041158979427922,BURTON_ADIPOGENESIS_PEAK_AT_8HR
Insulin / Glucose,REACTOME_GLYCOGEN_STORAGE_DISEASES,0.00331678164383209,0.0470162711584986,0.4317076958033464,0.7156048756473152,1.7621596319378805,14,GYG2;RPS27A;UBA52;NHLRC1;UBB;GYG1,C2:CP:REACTOME,1.3277518175654783,REACTOME_GLYCOGEN_STORAGE_DISEASES
Insulin / Glucose,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS,0.00160795581771458,0.02764482957693462,0.45505986738722953,0.6997263687132973,1.8125921351858711,17,ALDOC;GAPDH;LDHB;LDHA;ENO2;GPI;BPGM;ENO1;PFKP;PFKM;ALDOA;PGAM1;PKM,C2:CP:KEGG_MEDICUS,1.5583860830276512,KEGG_MEDICUS_REFERENCE_GLYCOLYSIS
Insulin / Glucose,BURTON_ADIPOGENESIS_7,4.36976470673782e-4,0.01043584236761178,0.49849310876659025,0.564557385407403,1.827761885842271,45,TMEM45A;VAMP5;S100A6;TGFBI;IFITM3;PLP2;TIMP1;PRRX2;S1PR3;THY1;TPM4,C2:CGP,1.9814724894983597,BURTON_ADIPOGENESIS_7
Insulin / Glucose,BURTON_ADIPOGENESIS_5,1.496023856916374e-6,8.535007901638287e-5,0.6435518361507222,0.5184521646626254,1.9675181998491451,112,FABP5;ATP5MK;UQCRH;NDUFB10;PPA1;TOB1;MRPL18;TIMM9;COX17;MGST3;XBP1;SDHD;C16orf74;PSMA1;ECHS1;JAGN1;COX6A1;ETFB;ISCA2;MRPL20;GPI;NDUFA8;GNPAT;FDX1;MRPS34;PEX11A;ORMDL3;CYC1;SLC5A6;RGCC;BCAP31;TIMM23;DNAJB9;MRPL34;PHB2;MRPL12;MRPS26;UQCR11;PSMA5;CAVIN1;NDUFAB1;MDH2;TIMM17A;MTX2;PTGES2;ALDOA;SLC1A5;ADAM12;PEX14;CHP1;AIFM1;MRPL15;SIPA1;G6PD;GRPEL1,C2:CGP,4.068796072482895,BURTON_ADIPOGENESIS_5
Insulin / Glucose,GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_GLYCOLYSIS_MYC,1.0619426989699211e-5,4.580592901857333e-4,0.5933254763964051,0.637408559414095,2.092786913044093,47,SNRPE;LSM5;FABP5;TNFRSF18;CXCL13;EIF3I;PPA1;PRDX1;PARK7;NHP2;VDAC1;XCL1;SNRPD1;ATP5MC1;BANF1;NOP16;FBL;CCT6A;C1QBP;NME1;ENO1;DUT;RAN;TIMM13;TXNDC17;TNIP2;EIF5A;NDUFAB1;PRMT1;GTF3C6;DNPH1;PGAM1;PKM;CCT2,C4:3CA,3.339078304236414,GAVISH_3CA_METAPROGRAM_CD8_T_CELLS_GLYCOLYSIS_MYC
Insulin / Glucose,BOUDOUKHA_BOUND_BY_IGF2BP2,3.1172120887693634e-8,2.6848246054884516e-6,0.7195128263389107,0.5715796133453723,2.147145993255691,105,NACA;RPS4X;CRYAB;LSM5;RPS15;RPL22;RPS27A;RPS16;S100A6;ATP5F1E;COX7C;SEC61B;HIGD2A;FAU;RPL36;TMEM147;RPLP0;KIF3C;GAS5;COX8A;DYNLL1;ATP5MF;VBP1;NDUFA1;ISCA2;CD81;VAMP8;DNAJC30;EMC6;ABHD4;PSRC1;VTI1B;FAM89B;CMC4;UBE2D2;CCNG1;MARCHF2;PHLDA3;LSM10;SDF2;CHCHD4;VPS29,C2:CGP,5.571084080674512,BOUDOUKHA_BOUND_BY_IGF2BP2
Insulin / Glucose,GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_GLYCOLYSIS_MYC,1.8196580117779197e-7,1.30254340253272e-5,0.6901324587967956,0.6896880309366274,2.251204288115555,46,SNRPE;EEF1E1;LSM5;FABP5;TNFRSF18;PPA1;PRDX1;NDUFB3;LSM2;TXN;SSBP1;NHP2;SNRPD1;ATP5MC1;C1QBP;TUBB;NME1;PCNA;DUT;TIMM13;SRM;MRPL14;TXNDC17;MRPL12;PDCD5;EIF5A;NDUFAB1;PRMT1;DNPH1;PGAM1;PKM;CCT2;CCT3,C4:3CA,4.885207796499523,GAVISH_3CA_METAPROGRAM_CD4_T_CELLS_GLYCOLYSIS_MYC
Insulin / Glucose,GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP,7.811927736881058e-14,1.3456675520949951e-11,0.9545416307257244,0.5656694823411923,2.303809482272185,193,RPLP2;RPL11;ATP5MC2;RPL37;RPS27;FABP5;BBLN;PGLS;PFDN2;RPL36;SNRPF;PDLIM2;NDUFC1;EDF1;TNFRSF14;SLC39A4;PTMA;AEBP1;ERH;ATP2A3;CCS;TECR;THOC6;ANTKMT;SNF8;RALY;DNAJC17;UCP2;CCDC85B;CD81;BANF1;TLE5;DRAP1;ARF5;PRCC;TRAPPC2;AIP;SIGIRR;TSSC4;ARPC4;HRAS;PFN1;ATP5F1D;UBE2S;WDR18;MRPS2;UBE2M;CCDC22;WDR74;CDK9;TAF10;RWDD1;DCAF15;CFL1;SF3B4;CDC37;YJU2;MARCKSL1;TKT;MRPL12;PTPN6;PEF1;TSR3;SF3A2;GADD45GIP1;SART1;PDAP1;SMARCD2;ANXA6;SRSF9;SLC2A4RG;CFDP1;PFDN6;GFUS;POLD2;NFKBIB;SREBF1;LIMD2;PRPF31;GPS2;AURKAIP1;RBM42;TMEM259;XAB2;COPS7B;ITPKB;POLR2E;PEX5;ILKAP;SDF2L1;IRF3;BRMS1;H2AX;HNRNPK;STARD3;CORO1A;AAMP;CLPTM1;PPIB;TBL3;STK25;ADRM1;CNN2;NAA60;SIPA1;THAP7;SSRP1;PAF1;QTRT1;HDHD5;TP53,C7:IMMUNESIGDB,10.871062219550236,GSE9006_TYPE_1_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP
Insulin / Glucose,GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP,3.7542443945565584e-15,7.263646763381167e-13,0.9969862175331804,0.5787985113371688,2.3463689502921645,190,UQCRB;RPLP2;ATP5MC2;RPL37;ATP5F1E;BTF3;BBLN;ID2;COTL1;PFDN2;ATP5ME;SNRPF;PDLIM2;NDUFC1;EDF1;TNFRSF14;RDH14;BCL7C;TGFB1;SSBP3;ERH;MRPS15;EIF3F;MEAF6;YBX1;THOC6;SRP14;NDUFS8;NDUFB8;PPP1R14B;SUMO3;CHCHD3;SNF8;RALY;SEC61G;UCP2;CCDC85B;CD81;TLE5;DRAP1;PRCC;COX5A;TRAPPC2;ECSIT;ARPC4;HRAS;SLC25A1;PFN1;ATP5F1D;UBE2S;WDR18;CCDC22;MAP2K2;SLC52A2;APRT;GTF2F1;TAF10;REX1BD;EDEM2;NUTF2;CFL1;SF3B4;CDC37;MARCKSL1;TKT;PBX2;MRPL12;FBXL15;TSR3;SF3A2;SART1;VPS4A;PDAP1;SMARCD2;DDX49;ANXA6;SRSF9;RBCK1;CFDP1;RBM3;LIMD2;MDH2;PRPF31;GPS2;AURKAIP1;MYG1;XAB2;HSF1;AHCY;ELOC;COPS7B;POLR2E;ILKAP;HNRNPK;OSTF1;NDRG2;STARD3;NSMF;STK25;R3HCC1;ADRM1;NAA60;ATP5MC3;SSRP1;ATP1B3;TP53;PKN1,C7:IMMUNESIGDB,12.138845284041555,GSE9006_HEALTHY_VS_TYPE_2_DIABETES_PBMC_AT_DX_UP
Epithelial,LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2,1.8006739703187874e-6,9.95403623343926e-5,0.6435518361507222,-0.5107089670449882,-1.9426692169413016,153,SHROOM3;NTN4;FKBP5;PPFIBP1;SOX6;AKAP12;ZBTB16;IGF1R;DLGAP1;DLG2;ZBTB20;ITGB8;TRIO;FARP1;WDFY3;KANSL1L;RNF213;PTPRG;GMDS-DT;NBEA;PATJ;ANK3;ANKRD26;MBD5;SYNE2;EPB41L4A;AGAP1;RAPGEF2;WWC1;RORA;ERRFI1;FMNL2;VPS13A;SBF2;KANSL1;VWA8;SAMD4A;DYNC2I1;DGKH;FHOD3;KLF6;BDP1;NFIB;TMEM178B;NEAT1;RETREG1;KANK1;RASAL2;PRUNE2;PLXDC2,C8,4.002000782724597,LAKE_ADULT_KIDNEY_C4_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S2
Epithelial,LAKE_ADULT_KIDNEY_C3_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S1_S2,4.126171804550581e-5,0.00150093715506131,0.557332238758646,-0.4487994325441394,-1.7615927393660449,184,FKBP5;PPFIBP1;MME;ZBTB16;IGF1R;KCNQ1OT1;DLG2;SLC4A4;ZBTB20;FGD4;FARP1;ANKRD11;CUBN;WDFY3;KANSL1L;SPAG9;PTPRG;GMDS-DT;RMST;ANKS1B;ASH1L;PATJ;TNRC6B;ANK3;ANKRD26;PCCA;PRRC2C;MBD5;SYNE2;NEDD4L;AGAP1;SRRM2;GOLGA4;PDZD2;RORA;AFDN;ERRFI1;VPS13A;ULK4;GOLGB1;VWA8;DYNC2I1;FHOD3;NFIB;NEAT1;EHBP1;KANK1;GPHN;PCLO;RABGAP1L;CSPP1;PLEKHA6;FRAS1;SCAPER;RBM47;PRUNE2;PLXDC2;CHD9;PTPRD;TEAD1;PLEKHA7;MACROD2;FTX;CNKSR3;ENOSF1;TNRC6A;ZBTB38,C8,2.8236374914885554,LAKE_ADULT_KIDNEY_C3_PROXIMAL_TUBULE_EPITHELIAL_CELLS_S1_S2
Epithelial,REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLASSICAL_CADHERINS,0.00962153843768128,0.09847650984238972,0.3807304007227924,-0.6170521463080452,-1.7059247333154444,24,ZEB2;SOX10;AGO2;CTNND1;TNRC6B;HOXC8;AGO3;TNRC6C;AGO1;TNRC6A,C2:CP:REACTOME,1.0066673518623936,REACTOME_REGULATION_OF_EXPRESSION_AND_FUNCTION_OF_TYPE_II_CLAS...
Epithelial,GAVISH_3CA_METAPROGRAM_EPITHELIAL_COLON_RELATED,0.00598882291920275,0.07171976808020328,0.40701791892395395,-0.5587800541437141,-1.7022985661806465,37,AGR2;HEPACAM2;MUC2;ZG16;ANKRD36C;F3;SLC12A2;ST6GALNAC1;SPINK4;FCGBP;DST,C4:3CA,1.1443611234831232,GAVISH_3CA_METAPROGRAM_EPITHELIAL_COLON_RELATED
Epithelial,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_CELLS,0.03649503351341791,0.23525287175477025,0.3217759180753611,-0.6293636925780404,-1.5650661479004089,16,ALDH1A1;MME;MYH11;ITGA6;EGF,C2:CP:REACTOME,0.6284650663932122,REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_GLAND_MYOEPITHELIAL_...
Epithelial,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP,0.00961584104971854,0.09847650984238972,0.3807304007227924,-0.4055717982907352,-1.4919432961832333,114,ZBED6;CRYBG3;ERN1;TFRC;CDYL2;HLA-F;HERC6;LNPEP;LIFR;MACF1;HELZ2;ZKSCAN8;IGF2R;CSF1;SLC5A3;HACD2;UBXN7;H2BC8;HERC5;NLRC5;SEL1L;TMEM140;NBEAL1;IRF9;BIRC3;DDI2;PTGS1;LINC01089;ITPR1;HEPHL1;ZNF778;MED13;KBTBD8;RAD54L2;ASXL2;SEC24A;ZNF441;EIF2AK2;MIB1;AOC2;UGDH;ETV3;TTBK2;EGFR;MAN2A1;RESF1;MAN1A2;NR1D2;IPO11;SLC30A1;ROCK2;ZKSCAN1;ZBTB10;RALGAPA2;ZNF736;TNFAIP3;GTF3C4;DPP4;PARP9;ITGAV,C2:CGP,1.0066673518623936,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP
Epithelial,GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP,0.00596384226226237,0.07153395705409042,0.40701791892395395,-0.3836720518849118,-1.4701546162545482,157,NIBAN1;LRIG1;ZEB2;NABP1;FMO5;ERN1;AHNAK;IGSF9B;SH2B3;C1orf21;RUBCN;PAK3;NPC1;MYBL1;NBEAL2;HEATR9;ARAP2;MERTK;SEC24C;CHST11;RYR2;SLC7A11;ITGB1,C7:IMMUNESIGDB,1.1454877503613687,GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_UP
Epithelial,LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_INFLAM,0.00256515080277992,0.03897828669282377,0.4317076958033464,-0.33669208403481493,-1.4135649915035764,343,RIN2;ANPEP;FKBP5;SLC26A3;MOGAT1;MME;ADAMTS8;ZBTB16;DLG2;SLC4A4;MDN1;TIMM23B;FGD4;ZBED3-AS1;NCOR1;ANKRD11;ACACB;CUBN;ALDH6A1;ABAT;FSIP1;ATXN7L1;MYRIP;GON4L;PPM1L;LINC03124;PTPRG;AQP4-AS1;EOLA2-DT;GMDS-DT;RRH;ANKS1B;TNRC6B;KAT6B;PRRC2C;ADGRV1;WDR19;RGL3;OTUD7A;PRLR;XPC;SRRM2;RNF212B;TAPT1-AS1;EOLA1-DT;PDZD2;RORA;LENG8;PRKCE;ULK4;GOLGB1;DIP2B;TNRC6C;CHD6;ARHGAP42;DYNC2I1;CLTC;NFIX;NRSN2-AS1;KMT2B;GUSBP11;WIPF1;ATP2A2;NSUN6;CREBBP;SLC16A10;KIAA1671;SMG6;RNF115;CSPP1;PLEKHA6;FRAS1;RBM47;UBE4B;PRUNE2;GADD45A;GHR;NFIC;IGF2BP2;PLEKHA7;MACROD2;PAPPA2;ENOSF1;AK4;TNRC6A;PDHX;ARID4A;NT5C2;EPHA8;SHANK2;CACNA1D;TANC2;ZHX3;KDM2A;DNAH2;LARP1;FMN1;THOC2;BICDL1;OPTN;BCOR;ZFC3H1;OPHN1;ZC3H13;FRMD4A;ZMAT1;PAX8;AKAP13;ZNF91;RAB11FIP3;UBN1;BAZ2A;SORBS2;SLC7A7;LRP2;SIPA1L3;CHD2;CYTH1;CCDC191;PGCKA1,C8,1.4091772543976016,LAKE_ADULT_KIDNEY_C5_PROXIMAL_TUBULE_EPITHELIAL_CELLS_STRESS_I...
Epithelial,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,0.01760847598372479,0.14538013826459448,0.35248785758361917,-0.32481293059277194,-1.337589423688525,301,NRCAM;B4GALNT2;ZBED6;MALT1;REPS2;AXL;LINC-PINT;SNORD17;TFRC;SLC16A4;RAPH1;MLKL;LNPEP;PABIR3;ELK4;PTGS2;NPC1;TMEM106A;HELZ2;CD274;CSF1;HIPK3;ZCCHC2;CNTN3;PTAFR;IRF1;GNAT2;CFLAR;NLRC5;TMEM140;PDZD2;GDF15;IRF9;BIRC3;SLC7A11;PANX1;WNT9A;LMO2;ZNF800;HEPHL1;PARP12;KLF6;GNB4;WIPF1;ABCA1;MED13;SP100;CADPS2;KCNQ3;SEC24A;ELOVL7;FAS;EIF2AK2;CPEB2;RO60;ZC3H12C;TXNRD1;KDM7A;TRIM56;TRPV3;UGDH;XRN1;DDX3X;CDK17;SLC2A12;IL15RA;ZNF107;PHLDA1;ATP13A3;STARD4;GPAT3;RIF1;HYCC2;ITGA1;FEM1C,C2:CGP,0.8374949224404551,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP
Epithelial,DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS,0.02009086387527667,0.15865899599819197,0.35248785758361917,-0.31461602417797657,-1.3075514936146797,318,CAPN8;AGR3;DNAH7;EFCAB12;LNC-LBCS;FBXL13;GOLGA2P5;SLC22A4;IQUB;NME9;NAT1;DCDC2B;CEP126;ECT2L;OMG;KATNIP;DNAH11;CFAP70;ARMC3;MAK;FSIP1;PLEKHG7;SPATA33;TTC41P;FAM227A;FOXN4;ALDH3B1;CCDC74B;ZNF584;KCNRG;CFAP126;TTLL6;LRGUK;ARMC2;ZC2HC1C;NEK10;ASB14;SAMD15;HYDIN;EFCAB6;DCDC1;ZDHHC11;C22orf15;IFT56;DNAH1;CIMIP2B;IQCH;GLTC1;CCDC17;ULK4;LRP2BP;PLPPR3;EFCAB10;CDNF;DLEC1;C21orf58;SPMIP6;RPGR;WDR93;KIF23-AS1;TMEM67;RNF32;CSPP1;CCNO;LCA5L;LPAR3;CFAP251;RWDD3-DT;CFAP43;CROCC2;DNAL1;C10orf95;TMEM190;USP2-AS1;DNAH3;AXDND1,C8,0.7995352982776534,DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS
Epithelial,GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP,0.02738032327779652,0.19248410519146053,0.35248785758361917,0.3238315653208865,1.300758333536962,185,RPL23A;MFAP2;CLSTN2;TCEAL8;RPL28;CFAP68;SNHG8;SLC29A3;TGM2;TM4SF5;SMAD6;HPRT1;RPLP0;HEXIM2;MRPL47;UBE2Q1;NRM;PECR;LITAF;CHAC1;PTPN20;TCEAL1;GAREM1;BMP1;CAV2;CTNNBL1;AUNIP;ISCA2;ANXA9;PHPT1;CCN1;CTSF;MZT2B;DTNBP1;TMEM106C;GOLPH3L,C7:IMMUNESIGDB,0.7156051275198871,GSE10240_CTRL_VS_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP
Epithelial,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN,0.02386276775335618,0.17698219417072503,0.35248785758361917,0.3316809041494841,1.3099551790825286,163,ANKRD22;VAV3;CRABP2;HOPX;KLK11;ATP12A;DGAT2;CNFN;EFNA4;CEACAM5;EFNA3;CALB1;LYPD3;NGEF;SULT2B1;PPFIBP2;RASAL1;RHOBTB1;RHOV;SERF2;RMI2;ANXA9;ECM1;ATP6V1E2;SMO;DEGS2;GDPD3;CXXC5;CSTB;TEDC1;HEY1,C2:CGP,0.7520704249511108,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN
Epithelial,GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_1,8.090003963379561e-4,0.01661562352478725,0.47727081536286214,0.5599670726178986,1.8277833143906752,46,CRYAB;PDLIM1;TGFBI;IFITM3;ACTA2;TPM2;TIMP1;IGFBP2;POSTN;LAMB3;TNFRSF12A;LGALS1;MYL9;ITGB4;CCN1;MT1E;S100A2;SFN;LAMC2;DCN,C4:3CA,1.7794833565644206,GAVISH_3CA_METAPROGRAM_EPITHELIAL_EMT_LIKE_1
Epithelial,HINATA_NFKB_TARGETS_KERATINOCYTE_DN,9.88543656386378e-4,0.01929394417069904,0.45505986738722953,0.7086003181301087,1.8599232600151177,18,HOPX;CEACAM6;PALM;CALB1;SULT2B1;RUNX1;RGS2,C2:CGP,1.7145789824921935,HINATA_NFKB_TARGETS_KERATINOCYTE_DN
Epithelial,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,1.1595045785248466e-6,6.849285895268453e-5,0.6435518361507222,0.4661337829182235,1.870832062205927,178,COMP;CCN2;TFPI2;SDC1;INHBA;PCOLCE;EDIL3;TNC;FBLN1;SNAI2;BGN;NTM;ID2;PDGFRB;DKK1;BDNF;CDH2;TGM2;MGP;TGFBI;GPX7;COL5A2;CTHRC1;APLP1;ACTA2;GEM;TPM2;TIMP1;MEST;THY1;COL4A1;IGFBP2;GJA1;TGFB1;CD59;POSTN;HTRA1;TNFRSF12A;TPM4;LGALS1;COL5A3;BMP1;MYL9;SERPINH1;ENO2;COL1A2;SAT1;CCN1;ECM1;THBS2;COL6A2;COL4A2;PFN2,H,4.16435470557487,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION
Epithelial,GOBP_EPITHELIAL_CELL_MORPHOGENESIS,5.655902606254996e-4,0.01270080736644309,0.47727081536286214,0.6185861190170361,1.8709676465283671,33,ID1;RILPL2;RAB25,C5:GO:BP,1.8961686708829193,GOBP_EPITHELIAL_CELL_MORPHOGENESIS
Epithelial,GAUTAM_EYE_CORNEA_TGFBI_HIGH_EPITHELIAL_CELLS,1.211043251770655e-6,7.090976934709757e-5,0.6435518361507222,0.5327885503212221,1.9943473781310237,104,C12orf75;LSM5;TMEM14A;HRK;TGM2;ASS1;ELOB;PRDX1;MRPS6;ATP23;ATP5MJ;UBE2C;ASCL2;HERPUD1;PRDX2;PTGES;LSM3;IFT25;C16orf74;ATP5MF;GPM6A;SMIM30;KLF10;MRPS10;DDIT3;CAV2;DUSP23;ITGB4;MT1E;CPAMD8;EXOSC7;PRDX5;ATP5PF;TPD52L1;H2AZ1;TUBB;DYNLRB1,C8,4.149293927281586,GAUTAM_EYE_CORNEA_TGFBI_HIGH_EPITHELIAL_CELLS
Epithelial,GAVISH_3CA_METAPROGRAM_EPITHELIAL_INTERFERON_MHC,4.889016032064407e-5,0.00174281345869318,0.557332238758646,0.6387597130135022,1.9974314578961725,39,ID1;ID3;VAMP5;HLA-DPB1;BST2;RAMP2;MGP;IFITM1;TMSB10;IFITM3;A2M;FKBP1A;LGALS1;CRIP2,C4:3CA,2.7587490949299878,GAVISH_3CA_METAPROGRAM_EPITHELIAL_INTERFERON_MHC
